X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,F1-,F2-,F3-
0.5118216247002567,0.9504636963259353,0.14415961271963373,0.9486494471372439,0.31183145201048545,0.42332644897257565,0.8277025938204418,0.4091991363691613,0.5495936876730595,0.027559113243068367,0.7535131086748066,0.5381433132192782,342.3992498796232,17.8451773438305,343.603182643416
0.32973171649909216,0.7884287034284043,0.303194829291645,0.4534978894806515,0.13404169724716475,0.40311298644712923,0.20345524067614962,0.2623133404418495,0.7503646726300526,0.2804087579860399,0.48519097443163506,0.9807371998012386,125.94313063880455,33.796272672050684,324.71324506303887
0.9616571936637868,0.7247899407735336,0.5412268555474342,0.2768912040453708,0.16065200877512686,0.9699254132161326,0.5160685855478787,0.11586561247077032,0.6234897555375004,0.776683114342298,0.6130033010530405,0.9172977047909027,356.5137815409643,135.371882821974,19.612266088680276
0.03959287666420286,0.5285892632600216,0.4593358828854037,0.0623495791498756,0.641328169139375,0.8526328384806567,0.592941018104284,0.2600974477372232,0.8398815210314088,0.5094958815215094,0.510888884466533,0.7530302077021779,14.721153302624467,13.12873757830872,675.5567122091911
0.14792203578495655,0.819626719119277,0.6832869060032571,0.787096941554801,0.19161625902013524,0.80236416113453,0.19132392605720028,0.08155261736351271,0.8552269742870702,0.8612834961776684,0.8765370964165805,0.4719097193587902,51.46193494393518,11.325104257560314,361.6733116063646
0.2740483886137183,0.007091828603166261,0.6457208955749478,0.719909383508693,0.8355692165002742,0.28187782736454214,0.2152181671629736,0.6393313800665879,0.8050548331450097,0.9636708728449709,0.15052483042117748,0.48221238819933654,1.1748294022708121,164.4847582739303,438.8306941831265
0.8947158621961735,0.4227169069454373,0.5895020620840481,0.0244906774933632,0.6734598871529389,0.9190886196338225,0.8268253295567211,0.8855202667099468,0.6603553805205233,0.24555226724317758,0.7685169988962544,0.2116747426075105,203.7274671394236,278.22029457080293,56.71236724650777
0.8312748346644612,0.06271792257076825,0.8254878133935558,0.1645072664741013,0.37514699649664185,0.3167381665569643,0.6913370352777413,0.17857187817437192,0.39625616221698645,0.0058245951079809455,0.2624947127501015,0.42118881422895527,21.78998674954873,325.6384014430262,70.51808835728022
0.10592123670732445,0.6331599460365578,0.38042426988653233,0.7252939380762389,0.6538660110683944,0.4312267487774062,0.8673205056421992,0.632135117500167,0.8102743521062991,0.341794723940113,0.5436692896684556,0.1962968851147534,41.66437439595909,24.139495000342627,555.4489732052932
0.9961411901186279,0.24321546430632712,0.25686746722710274,0.07319007239096598,0.2578031189967366,0.7631285325440532,0.6978935706830813,0.12867321231716944,0.37623850142809423,0.4209213946174629,0.6649842463619607,0.45592896304374886,164.94082790571065,513.2266906611578,2.6270568347442698
0.5865183268255314,0.8396846036089424,0.7264736103123705,0.36500726350855894,0.44839630934448427,0.3676995696900066,0.10973466400669674,0.2032415440873966,0.2838064889441311,0.3141338956023022,0.3130478588199377,0.576699716252952,217.5905283262087,41.543112318159814,182.6831428940113
0.9716899756197547,0.774664134923732,0.7911339481728052,0.75926850053958,0.5969877305237564,0.9176922571709127,0.689630155447081,0.500356430736871,0.07708380850053875,0.48844922708552385,0.21283099534033434,0.13269629754678725,242.32212888361698,70.4871493043739,9.113645827436615
0.506064922529373,0.785085292596959,0.29500644280551946,0.7687717599091665,0.5256295231622541,0.14904802337071255,0.9649677439797357,0.4016362238885175,0.2952342556626958,0.8469983706337296,0.12446033251547983,0.7335904610737034,226.49065193534173,62.001126054971145,281.57693285492115
0.18782474256546833,0.39249177601258245,0.23189987846213844,0.8412279926923869,0.39007455193986174,0.9746928128822893,0.6252614844151068,0.6936228347029152,0.5215251221324175,0.30896819907559114,0.3955564210524287,0.9409341876619017,33.63533041573033,52.06157451674921,370.5630305901738
0.20120320072466447,0.9882189012202123,0.7583058620038184,0.35978692649261024,0.6415135895056033,0.38098153929308753,0.38149293263992,0.5038029501945296,0.016722821635377083,0.4935715599433962,0.971598413446888,0.28546522878557845,95.84353356426497,1.1426032581751748,385.0446483396724
0.7482179590766121,0.44278889007049504,0.20928104261778546,0.9050025708181295,0.016827284680212995,0.3035089265995107,0.9990258823239375,0.2621467961899895,0.849044521859272,0.6056831486557043,0.8060357075271236,0.6303177554434782,116.15219567749705,146.16738433501143,88.27288683530857
0.3626968570578484,0.7607887845834825,0.026484548903972338,0.4468129517344519,0.371854569870106,0.4770740056373495,0.1276206864960696,0.22250686594627245,0.5620515900997094,0.38776911565595396,0.7916562055903406,0.6051365892775145,136.91125062629933,43.04835629831596,316.21124049993966
0.8612666847869941,0.7323608373256045,0.601823447758565,0.2876156021959957,0.7827604679261685,0.2512675781710818,0.07521111181440443,0.9628645784432278,0.5400112050964692,0.7738942975498113,0.5292228076303601,0.6115797303718215,333.86980291387493,122.01175969545643,73.43365492062411
0.03389225051650624,0.18679367935380853,0.6746893954347775,0.5705645979524983,0.15855503398671267,0.9520292687261848,0.1543536325474043,0.5103032497386853,0.14400287501925768,0.7173717261062347,0.27631301409515274,0.13413397512178327,4.458087406880057,19.408284422735925,680.3173712355592
